Entity,Code,Date,people_vaccinated
Veterans Health,,2021-02-10,988979
Veterans Health,,2021-02-11,1020271
Veterans Health,,2021-02-12,1056801
Veterans Health,,2021-02-13,1091919
Veterans Health,,2021-02-14,1146573
Veterans Health,,2021-02-16,1211927
Veterans Health,,2021-02-17,1230159
Veterans Health,,2021-02-18,1251428
Veterans Health,,2021-02-19,1268720
Veterans Health,,2021-02-20,1289839
Veterans Health,,2021-02-21,1310255
Veterans Health,,2021-02-22,1328177
Veterans Health,,2021-02-23,1345116
Veterans Health,,2021-02-24,1358289
Veterans Health,,2021-02-25,1377608
Veterans Health,,2021-02-26,1397648
Veterans Health,,2021-02-27,1461294
Veterans Health,,2021-02-28,1497145
Veterans Health,,2021-03-01,1532520
Veterans Health,,2021-03-02,1540721
Veterans Health,,2021-03-03,1565132
Veterans Health,,2021-03-04,1595222
Veterans Health,,2021-03-05,1628955
Veterans Health,,2021-03-06,1665682
Veterans Health,,2021-03-07,1702139
Veterans Health,,2021-03-08,1733048
Veterans Health,,2021-03-09,1738461
Virgin Islands,,2021-01-14,1267
Virgin Islands,,2021-01-15,1474
Virgin Islands,,2021-01-19,1970
Virgin Islands,,2021-01-20,2178
Virgin Islands,,2021-01-21,2450
Virgin Islands,,2021-01-22,2703
Virgin Islands,,2021-01-23,2946
Virgin Islands,,2021-01-24,2969
Virgin Islands,,2021-01-25,2984
Virgin Islands,,2021-01-26,3251
Virgin Islands,,2021-01-27,3538
Virgin Islands,,2021-01-28,3901
Virgin Islands,,2021-01-29,4367
Virgin Islands,,2021-01-30,4898
Virgin Islands,,2021-01-31,4920
Virgin Islands,,2021-02-01,5026
Virgin Islands,,2021-02-02,5447
Virgin Islands,,2021-02-03,5906
Virgin Islands,,2021-02-04,6237
Virgin Islands,,2021-02-05,6673
Virgin Islands,,2021-02-06,6961
Virgin Islands,,2021-02-07,6972
Virgin Islands,,2021-02-08,7014
Virgin Islands,,2021-02-09,7313
Virgin Islands,,2021-02-10,7762
Virgin Islands,,2021-02-11,8039
Virgin Islands,,2021-02-12,8404
Virgin Islands,,2021-02-13,8649
Virgin Islands,,2021-02-14,8730
Virgin Islands,,2021-02-16,8806
Virgin Islands,,2021-02-17,9302
Virgin Islands,,2021-02-18,9473
Virgin Islands,,2021-02-19,10399
Virgin Islands,,2021-02-20,11041
Virgin Islands,,2021-02-21,11244
Virgin Islands,,2021-02-22,11247
Virgin Islands,,2021-02-23,11669
Virgin Islands,,2021-02-24,11939
Virgin Islands,,2021-02-25,12112
Virgin Islands,,2021-02-26,12613
Virgin Islands,,2021-02-27,12740
Virgin Islands,,2021-02-28,12922
Virgin Islands,,2021-03-01,12925
Virgin Islands,,2021-03-02,13071
Virgin Islands,,2021-03-03,13286
Virgin Islands,,2021-03-04,14414
Virgin Islands,,2021-03-05,14890
Virgin Islands,,2021-03-06,15380
Virgin Islands,,2021-03-07,15393
Virgin Islands,,2021-03-08,15049
Virgin Islands,,2021-03-09,15591
Virginia,,2021-01-14,192918
Virginia,,2021-01-15,214732
Virginia,,2021-01-19,290146
Virginia,,2021-01-20,304160
Virginia,,2021-01-21,320175
Virginia,,2021-01-22,353808
Virginia,,2021-01-23,376378
Virginia,,2021-01-24,393127
Virginia,,2021-01-25,415684
Virginia,,2021-01-26,497055
Virginia,,2021-01-27,524196
Virginia,,2021-01-28,552909
Virginia,,2021-01-29,598853
Virginia,,2021-01-30,648378
Virginia,,2021-01-31,687883
Virginia,,2021-02-01,718113
Virginia,,2021-02-02,742017
Virginia,,2021-02-03,757544
Virginia,,2021-02-04,774590
Virginia,,2021-02-05,805624
Virginia,,2021-02-06,842587
Virginia,,2021-02-07,875842
Virginia,,2021-02-08,897049
Virginia,,2021-02-09,912014
Virginia,,2021-02-10,925586
Virginia,,2021-02-11,945182
Virginia,,2021-02-12,971199
Virginia,,2021-02-13,993156
Virginia,,2021-02-14,1004422
Virginia,,2021-02-16,1046408
Virginia,,2021-02-17,1060294
Virginia,,2021-02-18,1076555
Virginia,,2021-02-19,1154362
Virginia,,2021-02-20,1162487
Virginia,,2021-02-21,1172647
Virginia,,2021-02-22,1183068
Virginia,,2021-02-23,1197154
Virginia,,2021-02-24,1213282
Virginia,,2021-02-25,1229982
Virginia,,2021-02-26,1257635
Virginia,,2021-02-27,1306124
Virginia,,2021-02-28,1336428
Virginia,,2021-03-01,1367037
Virginia,,2021-03-02,1389614
Virginia,,2021-03-03,1418234
Virginia,,2021-03-04,1455705
Virginia,,2021-03-05,1489060
Virginia,,2021-03-06,1518467
Virginia,,2021-03-07,1552327
Virginia,,2021-03-08,1591745
Virginia,,2021-03-09,1642937
Washington,,2021-01-12,162105
Washington,,2021-01-13,169650
Washington,,2021-01-14,187450
Washington,,2021-01-15,200682
Washington,,2021-01-19,265507
Washington,,2021-01-20,286500
Washington,,2021-01-21,306942
Washington,,2021-01-22,330357
Washington,,2021-01-23,359217
Washington,,2021-01-24,370231
Washington,,2021-01-25,404326
Washington,,2021-01-26,420728
Washington,,2021-01-27,441895
Washington,,2021-01-28,468528
Washington,,2021-01-29,496008
Washington,,2021-01-30,524466
Washington,,2021-01-31,555505
Washington,,2021-02-01,582420
Washington,,2021-02-02,599313
Washington,,2021-02-03,616340
Washington,,2021-02-04,637940
Washington,,2021-02-05,658508
Washington,,2021-02-06,684484
Washington,,2021-02-07,709023
Washington,,2021-02-08,731739
Washington,,2021-02-09,740234
Washington,,2021-02-10,780179
Washington,,2021-02-11,797359
Washington,,2021-02-12,819728
Washington,,2021-02-13,844801
Washington,,2021-02-14,870853
Washington,,2021-02-16,890282
Washington,,2021-02-17,898805
Washington,,2021-02-18,914138
Washington,,2021-02-19,982469
Washington,,2021-02-20,1001775
Washington,,2021-02-21,1016677
Washington,,2021-02-22,1027798
Washington,,2021-02-23,1033551
Washington,,2021-02-24,1042072
Washington,,2021-02-25,1060262
Washington,,2021-02-26,1077904
Washington,,2021-02-27,1101969
Washington,,2021-02-28,1130786
Washington,,2021-03-01,1162447
Washington,,2021-03-02,1182328
Washington,,2021-03-03,1206474
Washington,,2021-03-04,1239194
Washington,,2021-03-05,1271687
Washington,,2021-03-06,1316519
Washington,,2021-03-07,1362343
Washington,,2021-03-08,1411252
Washington,,2021-03-09,1437268
West Virginia,,2021-01-14,99061
West Virginia,,2021-01-15,113034
West Virginia,,2021-01-19,128923
West Virginia,,2021-01-20,132929
West Virginia,,2021-01-21,135950
West Virginia,,2021-01-22,145361
West Virginia,,2021-01-23,156854
West Virginia,,2021-01-24,163801
West Virginia,,2021-01-25,164528
West Virginia,,2021-01-26,167660
West Virginia,,2021-01-27,169671
West Virginia,,2021-01-28,173750
West Virginia,,2021-01-29,181839
West Virginia,,2021-01-30,191225
West Virginia,,2021-01-31,192580
West Virginia,,2021-02-01,192951
West Virginia,,2021-02-02,194301
West Virginia,,2021-02-03,195200
West Virginia,,2021-02-04,197939
West Virginia,,2021-02-05,203731
West Virginia,,2021-02-06,214301
West Virginia,,2021-02-07,217613
West Virginia,,2021-02-08,218266
West Virginia,,2021-02-09,219723
West Virginia,,2021-02-10,222233
West Virginia,,2021-02-11,226323
West Virginia,,2021-02-12,230596
West Virginia,,2021-02-13,242233
West Virginia,,2021-02-14,247689
West Virginia,,2021-02-16,250814
West Virginia,,2021-02-17,251627
West Virginia,,2021-02-18,254778
West Virginia,,2021-02-19,279255
West Virginia,,2021-02-20,288262
West Virginia,,2021-02-21,290411
West Virginia,,2021-02-22,291272
West Virginia,,2021-02-23,293891
West Virginia,,2021-02-24,295452
West Virginia,,2021-02-25,300110
West Virginia,,2021-02-26,308262
West Virginia,,2021-02-27,320183
West Virginia,,2021-02-28,322459
West Virginia,,2021-03-01,323332
West Virginia,,2021-03-02,324863
West Virginia,,2021-03-03,327437
West Virginia,,2021-03-04,335690
West Virginia,,2021-03-05,350207
West Virginia,,2021-03-06,363204
West Virginia,,2021-03-07,368186
West Virginia,,2021-03-08,363952
West Virginia,,2021-03-09,367001
Wisconsin,,2021-01-12,125895
Wisconsin,,2021-01-13,125895
Wisconsin,,2021-01-14,135841
Wisconsin,,2021-01-15,151387
Wisconsin,,2021-01-19,188144
Wisconsin,,2021-01-20,193461
Wisconsin,,2021-01-21,204746
Wisconsin,,2021-01-22,221067
Wisconsin,,2021-01-23,241512
Wisconsin,,2021-01-24,260664
Wisconsin,,2021-01-25,266481
Wisconsin,,2021-01-26,268091
Wisconsin,,2021-01-27,281166
Wisconsin,,2021-01-28,302339
Wisconsin,,2021-01-29,339296
Wisconsin,,2021-01-30,375931
Wisconsin,,2021-01-31,409614
Wisconsin,,2021-02-01,429609
Wisconsin,,2021-02-02,437456
Wisconsin,,2021-02-03,457768
Wisconsin,,2021-02-04,458321
Wisconsin,,2021-02-05,491942
Wisconsin,,2021-02-06,521331
Wisconsin,,2021-02-07,581413
Wisconsin,,2021-02-08,595912
Wisconsin,,2021-02-09,600268
Wisconsin,,2021-02-10,619711
Wisconsin,,2021-02-11,640058
Wisconsin,,2021-02-12,664353
Wisconsin,,2021-02-13,689583
Wisconsin,,2021-02-14,709908
Wisconsin,,2021-02-16,736864
Wisconsin,,2021-02-17,748247
Wisconsin,,2021-02-18,762117
Wisconsin,,2021-02-19,818760
Wisconsin,,2021-02-20,841506
Wisconsin,,2021-02-21,858185
Wisconsin,,2021-02-22,867121
Wisconsin,,2021-02-23,869836
Wisconsin,,2021-02-24,878042
Wisconsin,,2021-02-25,889210
Wisconsin,,2021-02-26,907620
Wisconsin,,2021-02-27,935708
Wisconsin,,2021-02-28,956474
Wisconsin,,2021-03-01,969437
Wisconsin,,2021-03-02,982487
Wisconsin,,2021-03-03,1000207
Wisconsin,,2021-03-04,1023137
Wisconsin,,2021-03-05,1058297
Wisconsin,,2021-03-06,1097539
Wisconsin,,2021-03-07,1126849
Wisconsin,,2021-03-08,1150440
Wisconsin,,2021-03-09,1155268
Wyoming,,2021-01-12,13577
Wyoming,,2021-01-13,14406
Wyoming,,2021-01-14,17310
Wyoming,,2021-01-15,19931
Wyoming,,2021-01-19,24788
Wyoming,,2021-01-20,25841
Wyoming,,2021-01-21,25841
Wyoming,,2021-01-22,29993
Wyoming,,2021-01-23,32746
Wyoming,,2021-01-24,35868
Wyoming,,2021-01-25,36215
Wyoming,,2021-01-26,36398
Wyoming,,2021-01-27,37963
Wyoming,,2021-01-28,37963
Wyoming,,2021-01-29,41441
Wyoming,,2021-01-30,41441
Wyoming,,2021-01-31,47639
Wyoming,,2021-02-01,48155
Wyoming,,2021-02-02,48255
Wyoming,,2021-02-03,49361
Wyoming,,2021-02-04,49361
Wyoming,,2021-02-05,53630
Wyoming,,2021-02-06,56076
Wyoming,,2021-02-07,56076
Wyoming,,2021-02-08,58775
Wyoming,,2021-02-09,58775
Wyoming,,2021-02-10,61170
Wyoming,,2021-02-11,61170
Wyoming,,2021-02-12,65857
Wyoming,,2021-02-13,65857
Wyoming,,2021-02-14,71653
Wyoming,,2021-02-16,72339
Wyoming,,2021-02-17,72339
Wyoming,,2021-02-18,74983
Wyoming,,2021-02-19,87289
Wyoming,,2021-02-20,89346
Wyoming,,2021-02-21,89605
Wyoming,,2021-02-22,91931
Wyoming,,2021-02-23,92151
Wyoming,,2021-02-24,92216
Wyoming,,2021-02-25,94291
Wyoming,,2021-02-26,96079
Wyoming,,2021-02-27,98484
Wyoming,,2021-02-28,100902
Wyoming,,2021-03-01,100903
Wyoming,,2021-03-02,100911
Wyoming,,2021-03-03,104459
Wyoming,,2021-03-04,104557
Wyoming,,2021-03-05,105987
Wyoming,,2021-03-06,111640
Wyoming,,2021-03-07,111926
Wyoming,,2021-03-08,114824
Wyoming,,2021-03-09,115046
